CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15600227,828,France,Male,50,5,138321.84,2,1,0,113698.54,1
15600228,569,France,Male,41,2,64030.02,2,1,0,80703.61,0
15600229,623,France,Male,54,0,64676.25,1,1,1,70636.94,0
15600230,511,France,Male,21,5,0.0,2,1,1,82215.34,1
15600231,594,France,Female,52,5,0.0,3,1,0,120446.23,0
15600232,680,Germany,Male,38,6,99199.45,2,1,1,88924.76,0
15600233,765,Germany,Male,48,9,0.0,3,0,1,134734.52,0
15600234,581,France,Male,52,4,111938.65,1,1,1,55195.14,1
15600235,588,France,Male,43,10,0.0,1,1,1,69703.91,0
15600236,446,Spain,Female,42,5,166997.64,4,0,0,95384.47,0
15600237,635,France,Male,37,5,52786.65,3,1,1,51630.11,0
15600238,549,Spain,Female,60,10,162534.47,1,1,1,95579.83,0
15600239,600,France,Female,45,4,100274.9,3,1,1,29078.67,0
15600240,567,Spain,Female,43,0,0.0,1,1,0,106968.5,1
15600241,641,Spain,Male,58,8,0.0,1,1,0,61877.68,0
15600242,483,France,Male,35,6,123405.21,1,1,1,69627.31,1
15600243,511,Germany,Male,38,9,137088.22,3,0,1,57266.73,0
15600244,852,Germany,Male,51,9,0.0,4,1,0,77443.32,0
15600245,528,France,Male,61,5,161181.99,1,1,0,52437.83,1
15600246,546,Spain,Male,41,7,223714.66,3,1,1,52001.93,0
15600247,825,France,Male,45,9,99861.0,1,0,0,90769.65,1
15600248,900,France,Female,24,8,123820.87,3,1,0,23077.06,0
15600249,539,Spain,Male,55,4,0.0,3,1,1,63698.32,1
15600250,615,France,Male,29,4,99973.78,2,0,0,105472.4,0
15600251,682,France,Female,35,4,0.0,1,0,1,56636.87,0
15600252,814,France,Female,43,7,0.0,1,1,0,120120.34,0
15600253,556,Spain,Female,34,6,0.0,2,1,1,41781.62,0
15600254,627,France,Female,20,1,0.0,1,0,1,45739.22,0
15600255,724,France,Male,27,4,130384.73,1,1,0,34762.77,0
15600256,691,Germany,Male,42,3,0.0,2,1,1,36985.12,0
15600257,614,Germany,Male,57,2,140693.58,1,1,0,48681.52,1
15600258,637,Germany,Male,57,9,160510.61,2,1,0,100212.75,1
15600259,519,Spain,Male,45,9,100848.52,1,0,1,44739.61,0
15600260,627,France,Male,43,6,78227.32,1,0,1,65189.26,0
15600261,625,Germany,Male,50,10,114071.38,2,1,0,40100.62,1
15600262,672,Germany,Female,56,2,66816.18,2,0,1,85783.78,0
15600263,597,France,Female,42,5,166431.66,1,0,0,51062.67,0
15600264,695,Spain,Female,43,7,188560.9,1,1,0,128775.06,1
15600265,746,Germany,Male,43,8,260000.0,2,1,1,85746.82,0
15600266,665,France,Female,52,4,60361.19,2,0,0,36433.26,0
15600267,683,France,Male,26,2,128477.44,1,1,0,29154.35,0
15600268,655,France,Male,41,4,0.0,2,1,0,72877.26,0
15600269,650,Spain,Male,45,7,57644.33,1,1,0,47293.63,1
15600270,581,France,Female,20,10,0.0,1,0,1,83824.24,0
15600271,680,Spain,Male,51,3,35128.75,2,1,0,85447.77,1
15600272,641,France,Male,53,3,52420.59,3,0,1,96174.7,0
15600273,849,Spain,Male,20,1,0.0,1,0,1,112710.41,0
15600274,799,Spain,Male,36,4,0.0,2,1,1,62387.32,0
15600275,687,France,Female,37,5,175767.05,1,1,1,122381.52,0
15600276,578,France,Male,31,6,0.0,2,0,0,40585.41,0
15600277,544,Spain,Female,33,0,52898.44,2,1,0,106495.96,0
15600278,763,France,Female,35,1,119354.74,3,1,0,66529.04,0
15600279,675,France,Female,48,3,86691.18,1,1,0,136745.94,0
15600280,696,Spain,Female,55,5,88644.38,1,1,0,163017.69,0
15600281,484,Spain,Female,47,2,0.0,1,1,0,129645.67,1
15600282,738,Germany,Female,31,1,0.0,1,1,1,129619.04,0
15600283,693,Spain,Female,50,5,0.0,1,1,0,76963.75,1
15600284,545,Germany,Female,48,10,175571.14,1,0,0,21614.3,1
15600285,605,Spain,Male,18,5,0.0,2,1,1,134260.7,0
15600286,675,France,Male,55,9,108006.48,2,1,0,81084.54,0
15600287,655,Spain,Male,42,7,0.0,1,1,0,115259.12,0
15600288,622,Germany,Male,43,8,171197.36,2,1,1,68399.13,0
15600289,640,Germany,Male,22,1,0.0,1,1,1,101089.62,0
15600290,626,Spain,Female,59,8,164730.63,2,1,0,134228.02,0
15600291,664,France,Male,45,4,0.0,1,1,1,56239.1,1
15600292,790,Germany,Female,50,8,208129.27,1,0,0,99716.43,0
15600293,406,France,Female,26,0,100400.59,1,0,0,77056.38,0
15600294,627,France,Male,47,3,117752.94,1,0,1,91414.16,0
15600295,667,France,Female,47,8,192636.55,1,1,0,87689.1,1
15600296,678,Spain,Female,39,0,98608.87,1,1,1,134517.71,0
15600297,615,France,Male,27,9,42118.24,4,1,1,57669.09,0
15600298,483,Germany,Male,40,1,239550.59,1,1,1,81888.36,0
15600299,681,Germany,Female,30,10,0.0,1,1,0,80685.4,0
15600300,814,Spain,Male,33,9,0.0,2,0,1,87367.38,0
15600301,504,Germany,Male,54,5,142841.96,1,1,1,43906.55,0
15600302,732,France,Male,42,0,197222.7,2,1,0,92148.27,0
15600303,619,France,Female,40,9,140433.04,2,0,1,133289.54,0
15600304,644,Germany,Male,28,0,54188.17,3,0,0,64147.08,1
15600305,550,France,Male,40,5,68671.12,2,1,1,41456.11,1
15600306,618,France,Male,39,8,0.0,2,1,0,105289.52,1
15600307,774,France,Female,30,2,89062.04,2,1,1,56319.26,0
15600308,705,France,Male,53,0,127811.75,1,1,0,40351.45,0
15600309,815,Spain,Female,52,9,117273.5,1,1,1,77383.29,1
15600310,762,Spain,Male,32,9,124594.47,3,1,0,42741.76,0
15600311,692,Germany,Male,45,0,212680.02,2,1,1,41217.71,0
15600312,816,France,Male,21,1,137651.62,1,1,0,111736.2,1
15600313,692,Spain,Female,45,6,0.0,3,1,1,77408.28,0
15600314,729,Germany,Female,50,0,122381.82,1,0,1,42783.83,0
15600315,622,Spain,Male,29,10,115248.69,2,0,1,60369.61,0
15600316,656,France,Male,41,4,154133.49,1,1,1,235979.33,0
15600317,584,France,Male,42,2,21341.06,2,1,0,72660.58,0
15600318,744,Germany,Female,73,2,136050.61,2,1,0,71137.6,0
15600319,538,Spain,Female,69,2,103825.59,1,1,0,45675.32,1
15600320,724,France,Female,45,8,157628.11,1,1,1,77423.45,0
15600321,632,France,Male,34,1,0.0,1,0,0,43830.69,0
15600322,761,Germany,Male,44,6,95643.96,2,1,1,37968.17,0
15600323,721,Spain,Female,53,5,0.0,3,1,0,84751.03,1
15600324,823,Spain,Female,23,2,124672.15,2,1,0,41095.58,0
15600325,719,Spain,Male,18,7,92787.38,3,0,0,85144.04,1
15600326,501,Germany,Male,28,3,139436.16,2,0,1,171523.35,0
15600327,644,Spain,Female,49,5,130742.81,1,1,1,100319.26,0
15600328,539,France,Male,50,2,142352.24,1,1,1,38228.31,0
15600329,601,France,Male,46,3,0.0,2,1,1,53066.61,0
15600330,794,Germany,Female,53,8,154981.59,1,1,1,45728.34,1
15600331,711,Germany,Female,39,4,56155.38,1,1,1,73838.02,0
15600332,584,France,Female,38,6,174250.1,3,1,0,93273.7,1
15600333,554,France,Male,45,9,99860.42,1,0,1,39721.78,0
15600334,653,Spain,Female,60,7,0.0,1,1,1,78253.48,0
15600335,534,Spain,Male,46,10,109262.37,3,1,1,128816.66,0
15600336,586,France,Male,40,3,142168.31,2,1,0,79118.72,0
15600337,680,Spain,Male,45,3,0.0,1,0,1,59325.32,0
15600338,760,France,Male,57,2,0.0,1,0,0,124192.88,0
15600339,708,France,Female,37,7,234249.32,1,0,0,135763.49,0
15600340,432,France,Male,36,8,0.0,2,0,0,79320.28,0
15600341,679,France,Female,36,9,105081.18,4,1,1,67533.31,0
15600342,657,France,Female,50,3,152696.49,1,1,0,85782.14,1
15600343,689,Germany,Male,32,6,81617.31,2,1,1,151337.62,0
15600344,804,Spain,Female,48,2,96865.34,1,1,0,51576.61,1
15600345,454,Germany,Male,25,9,0.0,2,1,1,92023.02,0
15600346,594,Spain,Male,38,0,0.0,2,1,1,148018.93,0
15600347,706,Spain,Male,40,7,84398.71,1,0,0,124855.22,1
15600348,500,France,Male,61,3,0.0,2,1,1,29253.72,0
15600349,790,France,Male,52,2,172122.45,3,1,0,80147.11,1
15600350,685,France,Female,37,0,107374.45,2,1,1,107531.37,0
15600351,730,Germany,Male,35,6,46025.88,2,1,0,109872.24,0
15600352,596,France,Female,34,2,0.0,1,0,0,150287.36,0
15600353,727,Germany,Female,29,6,0.0,1,1,1,45441.74,0
15600354,752,Germany,Female,59,3,128762.31,1,1,0,64658.86,1
15600355,672,Germany,Female,33,3,77258.81,1,0,1,94574.15,0
15600356,672,France,Female,60,1,227847.18,1,0,1,87929.2,0
15600357,676,France,Male,42,0,130841.43,3,1,1,181579.25,0
15600358,568,France,Male,40,9,0.0,1,0,0,46208.85,0
15600359,636,Spain,Male,42,9,113508.76,3,1,1,125800.21,0
15600360,636,Germany,Male,54,7,0.0,3,0,1,93651.85,0
15600361,686,Germany,Male,32,8,0.0,1,1,0,66828.0,0
15600362,745,Germany,Male,47,9,47747.11,1,0,0,86751.81,0
15600363,549,France,Male,41,0,115685.29,2,1,0,91036.52,0
15600364,638,France,Female,45,4,116774.6,4,0,0,33048.07,1
15600365,791,France,Female,39,7,0.0,1,0,0,79299.58,0
15600366,579,France,Female,37,0,0.0,1,1,1,99633.7,1
15600367,572,France,Female,47,7,181068.51,2,1,1,121574.6,0
15600368,669,France,Male,26,6,139762.64,1,1,1,83428.6,0
15600369,730,Spain,Male,56,4,54457.99,1,1,0,97268.11,1
15600370,651,France,Male,42,9,0.0,1,1,0,94013.1,0
15600371,776,France,Female,35,8,0.0,2,0,0,88576.64,0
15600372,731,France,Male,45,7,121930.95,1,0,1,80270.3,1
15600373,730,France,Female,33,9,0.0,2,1,1,86341.07,0
15600374,703,France,Female,42,1,0.0,2,0,0,111376.07,0
15600375,871,France,Male,42,9,143402.5,3,1,1,54513.8,0
15600376,631,France,Female,55,6,157481.02,1,0,0,58949.69,1
15600377,460,Spain,Male,44,0,0.0,2,1,0,68312.15,1
15600378,802,France,Female,29,6,0.0,3,1,1,66877.93,0
15600379,607,France,Male,47,4,0.0,2,1,0,53887.72,1
15600380,660,France,Male,49,6,0.0,3,1,1,81200.13,0
15600381,774,France,Male,23,0,0.0,1,1,1,86277.47,0
15600382,498,Germany,Male,28,0,5000.0,1,1,0,147618.72,0
15600383,531,France,Male,63,8,86877.07,2,0,0,54922.16,1
15600384,498,Spain,Male,37,8,118342.24,1,1,0,68520.79,1
15600385,575,Spain,Male,38,4,52799.59,1,1,1,198411.11,0
15600386,692,Germany,Male,41,3,121186.14,1,1,0,51621.37,0
15600387,700,France,Female,34,8,149219.02,2,1,0,98461.86,0
15600388,676,France,Male,22,3,203262.13,1,0,1,44509.14,1
15600389,516,France,Female,29,8,82232.6,1,1,0,86222.76,0
15600390,431,Spain,Female,34,6,87221.86,1,0,0,73250.52,0
15600391,655,France,Male,35,0,149704.67,3,0,1,101705.82,0
15600392,605,Germany,Male,33,7,0.0,2,1,0,70853.33,0
15600393,694,France,Male,25,10,0.0,1,1,0,104244.58,0
15600394,717,France,Male,35,8,0.0,3,1,1,94858.39,0
15600395,663,France,Male,53,5,12520.25,1,1,0,190298.51,0
15600396,722,France,Male,34,6,0.0,1,1,0,53089.45,0
15600397,672,Germany,Male,39,10,0.0,1,1,0,45920.16,0
15600398,700,Germany,Female,57,5,98205.63,2,1,1,73426.54,1
15600399,583,France,Male,33,1,0.0,3,1,1,99896.08,0
15600400,633,France,Female,75,1,41450.75,2,0,1,109802.87,0
15600401,669,Spain,Male,51,3,80018.29,2,0,1,59970.93,1
15600402,728,France,Female,42,9,137400.0,2,1,1,172631.64,0
15600403,613,Germany,Female,38,5,147477.27,1,1,0,75214.45,0
15600404,700,France,Male,56,7,30972.67,3,0,0,38613.2,0
15600405,625,Germany,Female,33,10,83129.59,2,1,0,83759.95,0
15600406,639,Germany,Female,36,7,0.0,2,0,1,75985.47,0
15600407,729,France,Female,59,1,153851.96,2,1,1,69110.29,0
15600408,461,Germany,Male,37,10,0.0,1,1,0,84902.03,1
15600409,527,France,Female,36,6,71501.63,2,1,1,87411.06,0
15600410,509,France,Male,34,4,119140.61,1,1,1,53019.3,0
15600411,428,Germany,Male,20,1,64953.3,2,1,1,49766.02,0
